wavelength,flux,model,sky
4581.419,35.387,31.595,6.101
4582.474,36.302,31.66,5.831
4583.529,37.23,32.851,5.511
4584.585,33.662,33.366,5.588
4585.64,33.673,31.747,5.808
4586.696,33.357,32.148,5.865
4587.753,30.686,32.375,5.843
4588.809,30.488,31.319,5.99
4589.866,30.371,31.136,5.965
4590.923,30.321,31.136,5.592
4591.98,31.435,32.993,5.323
4593.038,31.128,32.123,5.409
4594.095,30.845,31.084,5.511
4595.153,31.046,31.539,5.619
4596.211,27.816,31.257,5.679
4597.27,27.973,30.475,5.274
4598.329,30.271,30.712,5.355
4599.387,26.498,30.397,5.582
4600.447,29.518,30.258,5.334
4601.506,28.244,30.239,5.152
4602.566,26.808,29.322,5.311
4603.626,25.305,29.316,5.244
4604.686,27.116,30.127,5.426
4605.746,29.299,30.128,5.314
4606.807,27.877,30.02,5.326
4607.868,29.485,30.23,5.222
4608.929,31.297,30.257,5.399
4609.99,29.834,30.718,5.884
4611.052,30.414,30.486,5.907
4612.114,29.541,30.131,5.32
4613.176,28.689,30.51,5.362
4614.238,29.15,30.811,5.567
4615.301,30.41,30.133,5.469
4616.364,29.227,31.031,5.596
4617.427,29.941,31.167,5.66
4618.49,29.411,30.235,5.297
4619.553,29.644,29.892,5.092
4620.617,30.647,30.645,5.356
4621.681,30.523,31.147,5.395
4622.746,28.075,30.628,5.379
4623.81,29.678,30.889,5.558
4624.875,30.313,30.972,5.682
4625.94,28.898,31.085,5.597
4627.005,29.809,31.511,5.682
4628.071,29.386,31.72,5.814
4629.137,26.869,31.125,5.561
4630.203,29.437,29.984,5.38
4631.269,31.127,28.81,5.556
4632.335,27.132,29.383,5.896
4633.402,30.019,30.697,5.833
4634.469,30.453,30.37,5.524
4635.536,30.329,31.022,5.342
4636.604,30.902,31.67,5.217
4637.672,34.589,32.333,4.858
4638.74,34.778,32.967,4.837
4639.808,35.892,32.825,5.199
4640.876,35.232,31.699,5.636
4641.945,35.139,31.694,5.816
4643.014,34.975,31.169,5.875
4644.083,32.416,31.801,5.645
4645.153,31.266,32.781,5.297
4646.222,32.196,33.221,5.312
4647.292,31.69,33.479,5.399
4648.363,31.057,33.593,5.344
4649.433,29.977,33.366,5.423
4650.504,32.855,32.996,5.81
4651.575,33.231,32.918,6.235
4652.646,32.479,32.691,6.204
4653.717,32.177,32.02,6.1
4654.789,33.069,32.745,6.014
4655.861,31.376,32.047,5.959
4656.933,30.708,32.177,6.282
4658.006,29.249,32.163,6.928
4659.078,29.658,31.645,7.426
4660.151,30.339,31.962,7.352
4661.224,29.742,31.976,7.344
4662.298,30.479,30.772,7.485
4663.371,31.773,31.213,7.409
4664.445,32.744,32.381,7.538
4665.519,31.138,32.268,7.774
4666.594,27.349,31.098,7.901
4667.668,32.434,31.801,8.181
4668.743,30.715,32.535,8.088
4669.818,31.686,31.699,8.417
4670.894,29.399,31.452,9.092
4671.97,29.96,31.922,8.861
4673.045,29.169,31.325,8.206
4674.122,31.385,31.986,8.306
4675.198,31.493,31.033,8.173
4676.275,31.121,30.451,8.094
4677.351,30.041,30.633,8.339
4678.429,28.47,30.55,8.047
4679.506,32.103,30.044,7.319
4680.584,31.821,31.143,6.86
4681.661,30.048,30.88,6.976
4682.74,31.156,29.808,7.086
4683.818,31.743,29.903,6.883
4684.896,33.261,30.757,6.663
4685.975,31.387,30.748,6.673
4687.054,31.472,31.868,6.825
4688.134,32.46,32.558,6.447
4689.213,34.179,31.707,6.358
4690.293,32.708,31.417,6.518
4691.373,30.732,31.782,6.325
4692.454,29.926,31.208,6.345
4693.534,29.712,32.131,6.415
4694.615,31.143,32.346,6.06
4695.696,28.61,31.952,5.893
4696.778,30.256,31.368,6.011
4697.859,31.91,30.988,6.07
4698.941,32.157,31.201,5.979
4700.023,32.742,31.693,5.914
4701.106,34.38,29.877,5.839
4702.188,33.081,29.829,5.732
4703.271,31.89,31.632,5.702
4704.354,32.465,32.767,5.83
4705.437,30.257,32.03,5.769
4706.521,34.636,32.033,6.158
4707.605,34.687,32.314,6.539
4708.689,31.76,32.383,6.137
4709.773,32.056,31.401,6.14
4710.858,34.114,30.648,6.665
4711.943,32.59,31.608,6.662
4713.028,33.453,30.855,6.298
4714.113,34.139,30.619,6.012
4715.199,34.979,30.476,5.848
4716.285,35.41,30.631,5.868
4717.371,32.182,31.059,5.829
4718.457,32.917,31.142,5.775
4719.544,33.156,30.971,5.978
4720.63,31.709,31.001,6.052
4721.718,32.881,30.857,5.909
4722.805,31.828,30.939,5.72
4723.892,30.519,31.699,5.711
4724.98,32.08,32.466,5.976
4726.068,31.665,31.6,5.971
4727.157,34.622,32.677,5.713
4728.245,34.094,34.289,5.844
4729.334,34.565,34.221,6.171
4730.423,32.743,33.998,6.453
4731.513,33.291,35.734,6.182
4732.602,33.881,34.633,5.731
4733.692,32.672,35.457,5.633
4734.782,35.325,35.734,6.396
4735.872,34.495,34.989,6.54
4736.963,34.209,34.538,6.323
4738.054,34.007,34.658,6.94
4739.145,34.41,33.168,7.397
4740.236,33.82,32.966,7.218
4741.328,35.47,33.786,7.107
4742.42,34.692,33.771,7.523
4743.512,34.256,33.608,7.977
4744.604,35.952,35.412,7.901
4745.697,36.153,37.06,7.217
4746.79,37.146,38.238,6.475
4747.883,38.83,38.568,6.012
4748.976,39.662,38.118,5.804
4750.07,42.098,37.925,5.916
4751.164,42.663,38.481,6.211
4752.258,46.28,37.557,6.681
4753.352,51.863,38.049,7.105
4754.447,53.64,38.124,7.09
4755.542,58.182,38.314,6.607
4756.637,57.997,38.328,5.953
4757.732,64.384,37.18,5.431
4758.828,64.593,37.734,5.326
4759.924,63.876,38.354,5.587
4761.02,54.338,37.071,5.618
4762.116,49.713,35.88,5.078
4763.213,47.557,36.52,4.596
4764.31,44.854,37.803,4.777
4765.407,42.124,37.406,4.903
4766.504,40.804,38.574,4.742
4767.602,40.463,37.98,4.722
4768.7,39.991,37.2,4.901
4769.798,38.721,37.733,4.994
4770.897,37.192,38.066,4.964
4771.995,38.505,37.22,5.029
4773.094,37.462,37.148,5.151
4774.193,39.263,37.838,5.153
4775.293,38.625,37.979,4.975
4776.392,35.95,37.449,5.063
4777.492,38.885,37.809,5.308
4778.593,33.186,39.593,5.599
4779.693,39.419,38.2,5.971
4780.794,39.627,37.423,5.576
4781.895,40.903,37.131,5.037
4782.996,36.002,36.584,5.001
4784.097,32.703,36.483,5.116
4785.199,32.33,36.178,5.015
4786.301,31.62,35.689,4.919
4787.403,33.475,34.808,4.875
4788.506,33.56,34.679,4.854
4789.608,31.926,35.087,5.078
4790.711,29.684,34.675,5.393
4791.815,29.129,34.413,5.464
4792.918,30.436,33.861,5.56
4794.022,30.273,33.202,5.495
4795.126,30.859,32.629,5.268
4796.23,29.448,32.58,5.25
4797.334,30.338,33.086,5.116
4798.439,30.247,32.711,4.91
4799.544,29.58,32.53,4.966
4800.65,29.645,32.492,5.24
4801.755,29.472,31.15,5.055
4802.861,30.695,29.871,5.015
4803.967,30.483,31.206,5.371
4805.073,31.013,31.755,5.457
4806.18,32.223,30.805,5.187
4807.286,33.888,29.915,5.136
4808.393,33.368,30.953,5.521
4809.501,31.215,32.49,5.451
4810.608,31.938,31.907,5.192
4811.716,32.328,31.896,5.136
4812.824,31.387,30.706,5.179
4813.933,29.606,31.763,5.246
4815.041,30.522,32.466,5.336
4816.15,32.496,31.903,5.549
4817.259,31.17,32.381,5.864
4818.368,30.801,31.705,6.114
4819.478,32.283,31.463,6.155
4820.588,30.68,31.699,6.201
4821.698,31.555,31.808,6.306
4822.808,31.114,31.657,6.277
4823.919,29.598,31.586,6.171
4825.03,29.991,31.496,6.299
4826.141,29.513,31.069,6.23
4827.252,30.2,31.033,6.161
4828.364,27.601,30.791,6.668
4829.476,28.275,30.029,6.779
4830.588,29.938,29.678,6.453
4831.7,28.946,30.708,6.505
4832.813,27.798,31.295,6.452
4833.926,29.027,30.893,6.601
4835.039,31.451,31.326,6.747
4836.153,32.356,32.639,6.314
4837.266,33.345,32.539,5.973
4838.38,32.139,30.972,6.274
4839.494,33.455,31.794,6.612
4840.609,34.093,31.733,6.711
4841.724,32.585,31.104,6.66
4842.839,32.14,31.379,6.32
4843.954,31.312,32.221,6.061
4845.069,31.506,31.955,5.874
4846.185,31.728,31.509,5.693
4847.301,28.653,31.521,6.061
4848.417,29.151,31.537,6.136
4849.534,29.342,31.413,5.739
4850.651,27.387,31.396,5.738
4851.768,30.419,30.881,5.638
4852.885,27.903,30.535,5.32
4854.003,28.625,30.444,5.181
4855.12,28.314,30.406,5.224
4856.238,29.192,30.373,5.067
4857.357,27.693,30.406,4.721
4858.475,26.52,30.338,4.696
4859.594,28.42,30.431,4.909
4860.713,25.678,29.596,5.627
4861.833,27.607,29.823,6.164
4862.952,28.282,31.111,5.928
4864.072,28.685,30.814,5.433
4865.192,27.474,29.581,4.874
4866.313,27.489,29.84,4.727
4867.433,31.059,30.181,4.836
4868.554,29.2,29.914,5.156
4869.675,29.193,29.785,5.364
4870.797,30.901,30.302,5.259
4871.918,29.857,29.876,5.008
4873.04,30.015,30.97,4.913
4874.162,30.48,30.904,4.933
4875.285,28.795,30.95,5.113
4876.408,28.248,31.524,5.278
4877.531,30.259,31.222,5.21
4878.654,28.849,31.826,5.28
4879.777,27.379,31.104,5.527
4880.901,30.774,30.488,5.723
4882.025,28.203,30.526,5.902
4883.149,30.925,30.618,5.82
4884.274,31.48,30.326,5.684
4885.399,27.098,30.501,5.95
4886.524,29.94,30.292,5.661
4887.649,30.882,29.927,5.172
4888.774,30.638,30.068,5.463
4889.9,30.437,30.661,5.564
4891.026,28.487,30.918,5.449
4892.153,30.392,30.62,5.358
4893.279,30.112,30.649,5.422
4894.406,28.927,31.367,5.758
4895.533,30.931,31.522,5.825
4896.661,30.416,31.111,5.934
4897.788,32.057,31.354,5.979
4898.916,32.251,31.598,5.801
4900.044,31.565,32.927,5.433
4901.173,32.047,32.426,5.455
4902.301,31.636,32.047,5.527
4903.43,31.952,32.313,5.316
4904.559,31.796,31.549,5.262
4905.689,31.849,32.625,5.485
4906.819,32.429,33.355,5.841
4907.949,30.496,32.754,5.946
4909.079,30.924,31.626,5.559
4910.209,30.802,31.221,5.44
4911.34,29.602,31.818,5.506
4912.471,27.59,31.875,5.435
4913.602,28.559,31.637,5.677
4914.734,27.893,32.234,5.679
4915.866,31.156,32.275,5.873
4916.998,31.356,31.882,5.969
4918.13,31.703,32.705,5.573
4919.263,33.014,33.014,5.401
4920.395,31.705,32.712,5.209
4921.528,32.468,31.923,5.038
4922.662,32.966,31.619,5.088
4923.795,33.748,32.355,5.406
4924.929,32.019,33.362,5.617
4926.063,32.519,33.122,5.664
4927.198,32.465,33.266,5.511
4928.332,31.241,33.78,5.39
4929.467,31.605,33.796,5.389
4930.603,30.369,33.27,5.359
4931.738,29.041,33.093,5.185
4932.874,30.37,33.531,5.254
4934.01,30.114,34.121,5.263
4935.146,30.291,33.853,5.351
4936.282,31.993,34.312,5.572
4937.419,32.104,35.282,5.796
4938.556,31.59,35.061,5.93
4939.693,31.873,35.75,5.595
4940.831,33.112,34.94,5.267
4941.969,33.922,35.541,5.55
4943.107,32.508,36.12,5.743
4944.245,33.2,35.333,5.569
4945.384,34.71,34.617,5.307
4946.523,31.915,35.103,5.338
4947.662,32.767,35.117,5.431
4948.801,35.06,35.674,5.357
4949.941,35.523,36.103,5.59
4951.081,35.616,36.209,6.015
4952.221,33.818,36.426,5.93
4953.361,33.614,35.364,5.964
4954.502,36.275,35.563,6.369
4955.643,37.344,35.017,6.153
4956.784,38.531,34.666,5.413
4957.926,34.897,34.871,5.436
4959.067,34.782,34.216,5.619
4960.209,33.956,33.469,5.826
4961.352,32.946,34.289,6.14
4962.494,31.532,33.556,6.1
4963.637,29.811,32.766,6.298
4964.78,30.987,33.042,6.647
4965.923,30.2,33.116,7.097
4967.067,30.589,33.352,7.406
4968.211,29.493,33.197,7.404
4969.355,29.952,32.862,7.262
4970.499,31.607,33.008,7.455
4971.644,30.136,33.648,7.897
4972.789,31.512,34.085,8.176
4973.934,32.822,34.049,8.758
4975.079,32.764,33.594,9.545
4976.225,32.178,33.854,9.496
4977.371,33.415,34.352,10.103
4978.517,32.676,34.551,11.328
4979.664,30.904,34.538,12.831
4980.81,31.791,34.095,13.982
4981.957,32.411,33.7,14.466
4983.105,32.422,34.574,14.549
4984.252,33.292,34.607,15.179
4985.4,35.033,33.45,15.205
4986.548,34.765,33.483,14.239
4987.696,34.121,34.427,13.386
4988.845,33.588,33.698,12.185
4989.994,34.183,33.043,11.289
4991.143,36.322,33.409,10.362
4992.292,33.943,34.186,10.308
4993.442,33.931,34.39,9.882
4994.592,31.918,34.494,9.086
4995.742,35.857,35.223,8.119
4996.892,33.498,35.62,7.636
4998.043,34.854,35.603,7.24
4999.194,35.024,35.576,6.878
5000.345,32.777,35.396,6.749
5001.497,33.417,34.243,6.588
5002.649,32.305,34.704,6.694
5003.801,31.341,34.789,6.147
5004.953,30.583,34.972,6.078
5006.106,28.175,35.326,6.295
5007.258,30.5,34.729,6.08
5008.411,29.849,34.444,5.656
5009.565,31.916,35.317,5.785
5010.718,31.458,34.382,5.916
5011.872,30.486,34,5.545
5013.026,31.055,35.17,5.402
5014.181,31.943,35.27,5.247
5015.336,30.799,34.36,5.126
5016.491,31.45,35.187,5.284
5017.646,33.798,34.721,5.433
5018.801,34.536,34.301,5.652
5019.957,33.1,34.421,5.503
5021.113,33.138,33.523,5.311
5022.269,33.146,33.613,5.396
5023.426,34.824,33.66,5.35
5024.583,35.333,33.72,5.121
5025.74,34.353,33.765,4.953
5026.897,34.572,33.67,4.923
5028.055,34.216,33.642,5.078
5029.213,33.271,34.174,5.371
5030.371,32.781,33.439,5.691
5031.529,32.491,33.105,5.667
5032.688,32.004,32.602,5.538
5033.847,31.125,32.171,5.599
5035.006,29.74,32.953,5.49
5036.166,29.412,32.709,5.027
5037.325,29.619,31.929,4.737
5038.485,28.442,32.683,4.694
5039.646,30.27,32.73,4.514
5040.806,28.007,31.712,4.436
5041.967,28.803,31.871,4.671
5043.128,28.604,31.531,4.901
5044.289,27.99,31.961,5.16
5045.451,28.857,31.561,5.325
5046.613,26.709,31.131,5.214
5047.775,27.4,31.227,5.101
5048.938,27.349,31.226,4.966
5050.1,25.534,31.704,4.939
5051.263,27.963,31.637,5.042
5052.426,27.57,31.583,4.883
5053.59,25.664,31.323,4.845
5054.754,28.676,31.08,4.893
5055.918,27.89,31.602,4.773
5057.082,28.353,32.154,4.87
5058.247,28.827,31.672,5.179
5059.411,30.786,31.68,5.035
5060.577,30.377,32.005,5.002
5061.742,32.091,31.802,5.091
5062.908,32.699,31.308,4.898
5064.073,33.29,32.185,5.278
5065.24,32.687,32.881,5.502
5066.406,31.437,32.199,5.216
5067.573,32.11,31.679,5.375
5068.74,31.148,32.407,5.228
5069.907,33.825,33.344,5.802
5071.075,32.225,32.964,6.69
5072.242,32.661,32.473,5.98
5073.41,35.451,32.406,5.115
5074.579,35.855,32.736,4.922
5075.747,33.807,32.895,5.226
5076.916,33.759,32.368,5.625
5078.085,33.934,31.808,5.387
5079.255,34.212,31.297,4.894
5080.424,33.521,31.514,5.082
5081.594,33.833,31.406,6.223
5082.765,33.166,31.011,7.524
5083.935,32.266,31.319,8.105
5085.106,31.039,30.859,8.351
5086.277,31.014,31.434,8.491
5087.448,30.909,31.118,8.392
5088.62,29.164,30.718,7.717
5089.792,29.935,30.809,6.506
5090.964,29.329,30.586,5.829
5092.136,27.854,30.468,5.684
5093.309,29.244,29.265,5.667
5094.482,28.288,29.956,5.486
5095.655,26.718,30.21,5.3
5096.828,27.3,29.215,5.265
5098.002,28.183,29.388,5.433
5099.176,28.253,29.592,5.927
5100.35,28.361,30.168,6.118
5101.525,29.104,30.333,6
5102.7,28.69,29.729,6.016
5103.875,29.711,29.372,5.553
5105.05,29.542,30.422,4.921
5106.226,30.544,31.192,4.663
5107.402,31.424,30.232,4.648
5108.578,30.011,30.072,4.716
5109.754,31.775,30.596,4.891
5110.931,32.178,30.401,5.007
5112.108,31.656,29.178,5.011
5113.285,34.192,28.609,5.116
5114.463,32.234,28.525,5.271
5115.64,31.613,28.211,5.262
5116.818,31.544,28.168,5.279
5117.997,32.565,28.556,5.41
5119.175,32.151,28.863,5.205
5120.354,31.656,29.359,4.787
5121.533,28.889,29.697,4.974
5122.713,30.795,29.486,4.978
5123.892,30.78,29.154,4.6
5125.072,30.654,28.694,4.553
5126.253,30.811,27.966,4.658
5127.433,30.327,28.434,4.484
5128.614,30.721,29.355,4.563
5129.795,31.313,29.668,4.825
5130.976,30.515,29.508,4.86
5132.158,29.788,29.336,5.134
5133.34,28.833,29.39,5.197
5134.522,29.069,29.719,5.273
5135.704,30.065,29.339,5.661
5136.887,28.673,28.604,5.592
5138.07,28.448,28.069,5.242
5139.253,30.721,27.992,5.157
5140.437,26.144,27.959,5.23
5141.62,27.687,26.919,5.243
5142.804,26.513,26.16,5.288
5143.989,26.607,26.356,5.47
5145.173,28.304,27.156,5.527
5146.358,28.09,27.3,5.521
5147.543,28.714,26.525,5.415
5148.729,27.213,27.611,5.967
5149.914,25.877,26.424,7.377
5151.1,27.055,26.035,7.895
5152.286,26.692,26.221,7.415
5153.473,25.591,25.91,8.099
5154.66,25.358,25.485,9.492
5155.847,25.719,25.403,9.907
5157.034,27.12,26.318,8.407
5158.222,26.131,26.575,6.8
5159.41,26.474,26.268,6.16
5160.598,28.085,26.039,5.559
5161.786,27.248,26.022,5.471
5162.975,27.288,26.144,5.526
5164.164,25.696,25.861,5.166
5165.353,27.786,25.453,5.001
5166.542,25.421,25.76,5.11
5167.732,26.541,26.509,4.546
5168.922,26.207,26.602,4.201
5170.113,24.977,26.586,4.539
5171.303,25.614,27.009,4.497
5172.494,28.063,27.386,4.27
5173.685,24.229,27.289,4.202
5174.877,24.714,26.927,4.542
5176.068,25.9,26.646,4.94
5177.26,27.467,26.051,4.962
5178.453,26.408,26.872,4.847
5179.645,26.295,26.704,4.424
5180.838,27.664,26.054,4.556
5182.031,25.826,25.813,4.636
5183.224,26.071,25.555,4.174
5184.418,28.544,25.258,3.657
5185.612,26.84,25.678,3.916
5186.806,28.967,25.693,4.602
5188,26.906,25.611,5.13
5189.195,26.04,25.495,5.561
5190.39,28.329,25.308,5.354
5191.585,27.014,26.863,5.103
5192.781,24.937,26.506,5.018
5193.977,25.89,26.781,4.881
5195.173,25.228,26.82,4.967
5196.369,25.245,26.432,4.994
5197.566,25.019,26.863,5.833
5198.763,24.098,25.913,7.418
5199.96,24.789,26.764,7.818
5201.157,25.422,26.689,7.322
5202.355,24.14,26.189,6.595
5203.553,22.868,26.3,6.261
5204.752,23.423,26.324,6.006
5205.95,23.269,25.561,5.254
5207.149,24.968,25.25,4.56
5208.348,24.017,25.55,4.753
5209.547,26.893,25.583,5.025
5210.747,23.662,25.336,5.568
5211.947,24.007,25.498,5.762
5213.147,26.818,25.179,5.407
5214.348,25.934,24.395,5.092
5215.549,24.209,25.152,4.752
5216.75,23.473,25.471,4.783
5217.951,21.056,24.649,5.056
5219.153,23.157,24.745,5.303
5220.355,23.936,25.331,5.736
5221.557,25.35,24.514,5.661
5222.759,24.691,24.217,5.391
5223.962,22.844,24.71,5.844
5225.165,26.663,25.401,6.276
5226.368,24.741,25.873,5.661
5227.572,24.589,25.706,4.689
5228.776,25.335,25.51,4.544
5229.98,25.475,25.625,4.815
5231.184,22.119,25.639,5.09
5232.389,23.364,25.435,5.584
5233.594,24.325,25.672,5.419
5234.799,24.348,26.798,4.768
5236.004,26.16,26.464,4.538
5237.21,26.985,26.099,4.887
5238.416,27.357,25.971,5.708
5239.623,25.158,25.646,6.484
5240.829,26.362,25.207,6.291
5242.036,25.51,25.317,5.436
5243.243,26.063,25.032,4.79
5244.451,25.024,25.452,4.754
5245.658,24.917,26.179,4.731
5246.866,24.491,26.265,4.653
5248.075,23.356,25.81,4.777
5249.283,24.7,26.273,5.04
5250.492,25.552,25.935,5.315
5251.701,22.289,26.1,5.152
5252.91,23.603,26.62,4.901
5254.12,25.57,26.857,4.815
5255.33,23.616,26.737,5.267
5256.54,25.288,26.396,6.079
5257.751,25.596,26.081,6.5
5258.962,26.36,26.316,6.33
5260.173,23.763,26.757,5.759
5261.384,25.081,27.064,5
5262.596,24.636,27.118,4.78
5263.808,25.892,26.557,4.696
5265.02,25.811,26.995,4.943
5266.232,25.526,26.95,4.732
5267.445,26.426,27.141,4.484
5268.658,26.01,27.508,4.558
5269.871,24.744,26.959,4.327
5271.085,24.16,27.367,4.606
5272.299,26.151,28.121,4.87
5273.513,26.164,28.35,4.715
5274.727,25.381,28.821,4.885
5275.942,25.879,29.428,5.546
5277.157,25.636,29.3,5.817
5278.372,25.713,29.827,5.563
5279.588,30.246,29.548,5.04
5280.803,28.196,29.545,4.67
5282.019,25.78,30.268,4.455
5283.236,26.215,30.633,4.498
5284.453,26.994,29.892,4.791
5285.669,27.975,30.44,5.079
5286.887,27.67,30.157,5.34
5288.104,29.009,30.365,5.293
5289.322,27.731,31.03,5.199
5290.54,27.585,31.34,4.991
5291.758,27.77,31.231,4.893
5292.977,27.897,31.729,4.853
5294.196,28.222,31.508,5.108
5295.415,27.723,31.798,5.403
5296.634,26.681,32.396,5.117
5297.854,28.516,32.641,4.75
5299.074,29.264,32.875,5.265
5300.294,29.081,34.16,5.736
5301.515,30.295,33.701,5.565
5302.736,31.124,34.135,5.339
5303.957,31.731,35.083,5.492
5305.178,32.016,35.303,5.434
5306.4,32.883,35.307,5.37
5307.622,33.121,36.608,5.582
5308.844,34.438,36.752,5.609
5310.067,35.034,38.129,5.479
5311.29,36.175,39.011,5.324
5312.513,36.502,38.951,5.549
5313.736,41.573,39.955,5.977
5314.96,41.356,40.244,6.034
5316.184,42.224,40.539,5.716
5317.408,46.45,41.789,5.361
5318.633,48.5,43.531,5.521
5319.858,51.149,44.333,5.509
5321.083,59.407,44.117,5.388
5322.308,63.595,46.498,5.564
5323.534,71.821,48.902,5.591
5324.76,79.912,48.986,5.708
5325.986,84.958,49.58,5.829
5327.212,96.93,51.268,5.64
5328.439,104.56,50.584,5.122
5329.666,110.619,47.554,5.177
5330.893,108.785,47.022,5.851
5332.121,91.74,47.488,6.174
5333.349,77.064,46.438,5.906
5334.577,64.435,44.21,5.762
5335.806,58.017,43.208,5.69
5337.034,53.796,43,5.703
5338.263,47.583,41.572,5.892
5339.493,44.42,41.223,5.844
5340.722,43.376,41.014,5.425
5341.952,40.232,40.091,5.419
5343.182,38.394,39.449,5.803
5344.413,37.298,39.295,6.014
5345.644,35.032,39.764,5.822
5346.875,33.838,38.85,5.376
5348.106,35.98,37.526,5.523
5349.338,34.5,37.138,6.165
5350.569,32.427,37.381,6.93
5351.802,31.356,37.145,7.018
5353.034,32.741,36.464,5.823
5354.267,31.154,35.634,5.43
5355.5,29.803,34.656,5.956
5356.733,28.649,33.837,6.905
5357.967,28.613,33.621,6.743
5359.2,29.635,33.433,6.003
5360.435,28.145,32.946,5.502
5361.669,29.392,32.15,5.188
5362.904,28.701,32.182,4.967
5364.139,27.094,32.442,4.972
5365.374,29.004,31.655,5.175
5366.61,27.386,32.546,4.954
5367.845,28.89,32.639,5.421
5369.082,26.255,32.299,5.441
5370.318,28.165,31.922,5.129
5371.555,27.16,31.571,5.399
5372.792,27.153,31.138,5.331
5374.029,26.965,30.378,5.525
5375.266,25.697,30.3,6.016
5376.504,27.591,31.291,6.12
5377.742,26.386,31.336,5.902
5378.981,26.319,30.052,5.737
5380.22,25.657,29.449,5.587
5381.459,26.633,29.77,5.249
5382.698,26.094,29.876,5.219
5383.937,25.89,29.845,5.378
5385.177,26.802,30.131,5.226
5386.417,26.049,30.581,5.349
5387.658,27.034,30.522,5.314
5388.898,28.359,29.998,5.154
5390.139,26.602,29.874,5.087
5391.381,27.355,29.512,5.414
5392.622,28.311,29.278,6.036
5393.864,28.642,28.858,6.147
5395.106,29.879,27.847,5.666
5396.349,31.822,28.609,5.18
5397.591,33.006,28.591,4.998
5398.834,30.579,28.894,5.028
5400.078,30.998,29.306,5.181
5401.321,29.641,29.768,5.375
5402.565,29.41,30.389,5.26
5403.809,28.853,29.24,5.025
5405.054,28.928,29.313,4.866
5406.298,28.232,29.888,4.773
5407.543,26.488,29.494,4.988
5408.789,26.085,28.624,5.074
5410.034,25.348,28.566,5.141
5411.28,25.065,27.622,5.328
5412.526,25.329,28.022,5.285
5413.772,24.096,28.767,5.426
5415.019,23.584,28.567,5.638
5416.266,23.343,28.038,5.824
5417.513,24.594,28.71,5.888
5418.761,25.134,29.39,5.844
5420.009,24.383,29.369,5.81
5421.257,24.462,29.573,5.718
5422.505,25.762,29.814,5.781
5423.754,27.109,29.709,5.633
5425.003,27.266,30.038,5.34
5426.253,27.868,32.263,5.512
5427.502,29.584,31.973,5.919
5428.752,29.737,31.435,5.533
5430.002,33.488,32.535,5.282
5431.253,33.476,34.551,5.337
5432.503,35.236,35.649,5.781
5433.754,37.224,36.209,5.962
5435.006,36.422,35.404,5.92
5436.257,37.814,33.823,5.824
5437.509,36.75,32.092,5.693
5438.761,31.46,30.383,5.929
5440.014,26.766,28.472,6.227
5441.267,25.535,26.406,5.852
5442.52,25.754,26.158,5.989
5443.773,24.304,25.817,6.178
5445.027,23.943,25.365,6.003
5446.28,24.196,25.27,6.06
5447.535,23.069,25.447,6.519
5448.789,22.083,26.12,6.593
5450.044,23.332,25.253,6.325
5451.299,23.771,25.699,6.135
5452.554,23.111,26.776,6.296
5453.81,24.209,26.758,6.307
5455.066,23.793,25.866,6.094
5456.322,24.098,25.962,5.8
5457.579,24.442,25.406,6.467
5458.835,22.704,25.358,8.287
5460.092,23.967,25.527,18.972
5461.35,23.698,25.741,37.7
5462.608,22.714,26.435,45.89
5463.865,25.643,26.718,31.071
5465.124,25.93,27.038,15.648
5466.382,26.694,27.443,10.016
5467.641,24.479,28.126,8.377
5468.9,24.544,28.775,7.457
5470.16,27.087,29.005,7.112
5471.419,27.237,29.793,6.949
5472.679,28.011,30.252,7.199
5473.94,29.899,30.854,6.718
5475.2,29.563,31.86,6.513
5476.461,33.076,32.989,6.497
5477.722,31.472,34.109,6.635
5478.984,35.812,36.141,6.535
5480.245,40.562,38.391,6.397
5481.507,42.097,41.612,7.037
5482.77,48.29,44.685,7.855
5484.032,56.073,47.39,8.617
5485.295,60.644,51.794,8.551
5486.558,63.243,58.466,8.2
5487.822,63.457,57.401,7.287
5489.086,64.403,50.709,6.58
5490.35,61.221,41.44,6.545
5491.614,48.423,34.501,6.394
5492.879,36.416,33.198,6.396
5494.144,32.697,29.81,6.323
5495.409,30.805,27.792,6.227
5496.674,32.454,27.58,6.412
5497.94,32.25,28.273,6.328
5499.206,32.289,28.499,6.384
5500.473,31.877,27.676,6.779
5501.739,32.786,27.757,6.737
5503.006,32.652,27.843,6.682
5504.273,31.033,27.339,6.676
5505.541,28.772,27.212,6.589
5506.809,27.433,27.522,6.497
5508.077,27.48,27.314,6.795
5509.345,26.105,27.433,6.641
5510.614,26.977,27.478,6.776
5511.883,26.642,26.737,6.789
5513.152,23.81,26.822,6.752
5514.422,26.155,27.521,7.301
5515.692,25.201,26.858,8.191
5516.962,26.093,26.459,7.36
5518.233,24.749,25.325,6.826
5519.503,24.597,25.084,7.092
5520.774,25.858,25.543,7.754
5522.046,24.139,25.464,8.34
5523.317,25.552,24.628,7.713
5524.589,25.662,24.905,7.014
5525.862,24.254,24.644,7.013
5527.134,23.759,24.533,7.184
5528.407,22.787,24.573,7.396
5529.68,24.258,24.73,6.934
5530.953,23.785,24.962,6.468
5532.227,25.005,24.152,6.442
5533.501,23.359,24.336,6.506
5534.775,23.489,24.466,6.615
5536.05,25.507,24.332,6.441
