wavelength,flux,model,sky
4591.98,13.955,13.958,3.699
4593.038,12.874,14.098,3.332
4594.095,14.34,14.131,3.525
4595.153,14.403,14.08,4.248
4596.211,14.051,14.165,4.049
4597.27,15.902,14.1,3.486
4598.329,17.24,14.02,3.627
4599.387,14.812,14.053,3.74
4600.447,13.077,14.086,3.725
4601.506,14.333,13.967,3.542
4602.566,15.548,14.109,3.521
4603.626,13.359,14.132,3.877
4604.686,13.69,14.072,3.906
4605.746,15.592,13.992,3.708
4606.807,15.659,13.976,3.942
4607.868,14.621,14.096,4.036
4608.929,13.439,14.034,3.768
4609.99,12.861,13.997,3.979
4611.052,13.54,13.959,4.372
4612.114,13.902,13.928,4.194
4613.176,13.08,13.957,4.163
4614.238,12.384,14.002,3.978
4615.301,15.836,13.874,3.662
4616.364,14.942,13.848,3.941
4617.427,13.62,13.9,4.131
4618.49,13.278,13.89,4.063
4619.553,14.307,13.8,3.896
4620.617,14.945,13.801,3.938
4621.681,13.96,13.943,4.121
4622.746,13.236,13.737,4.203
4623.81,14.263,13.769,4.024
4624.875,14.438,13.871,3.881
4625.94,13.306,13.783,4.06
4627.005,13.209,13.816,4.254
4628.071,13.76,13.744,4.063
4629.137,14.175,13.689,3.93
4630.203,13.004,13.766,3.811
4631.269,12.197,13.783,3.616
4632.335,12.521,13.679,3.613
4633.402,15.902,13.701,4.196
4634.469,13.426,13.714,4.179
4635.536,14.983,13.753,3.43
4636.604,15.684,13.708,3.785
4637.672,11.592,13.65,4.03
4638.74,13.457,13.708,3.723
4639.808,14.6,13.814,3.528
4640.876,14.628,13.691,3.577
4641.945,14.365,13.648,3.764
4643.014,13.626,13.707,4.08
4644.083,14.155,13.699,4.136
4645.153,13.684,13.642,3.892
4646.222,12.112,13.727,3.757
4647.292,14.546,13.62,3.599
4648.363,14.44,13.609,3.231
4649.433,11.09,13.651,3.544
4650.504,15.204,13.697,3.992
4651.575,13.131,13.682,3.752
4652.646,13.819,13.56,3.624
4653.717,14.082,13.62,3.593
4654.789,14.269,13.601,3.619
4655.861,13.536,13.533,3.898
4656.933,14.262,13.522,4.305
4658.006,13.426,13.587,4.671
4659.078,14.232,13.642,4.785
4660.151,15.973,13.646,4.728
4661.224,15.073,13.613,4.931
4662.298,13.086,13.58,5.244
4663.371,14.188,13.58,5.245
4664.445,15.158,13.578,4.967
4665.519,12.596,13.514,4.735
4666.594,12.679,13.483,4.726
4667.668,12.143,13.42,4.798
4668.743,13.011,13.494,4.43
4669.818,13.532,13.541,4.812
4670.894,12.741,13.494,5.369
4671.97,12.814,13.573,5.124
4673.045,12.68,13.468,4.961
4674.122,14.678,13.449,4.997
4675.198,14.48,13.463,5.187
4676.275,11.79,13.509,5.4
4677.351,12.345,13.554,5.236
4678.429,14.129,13.472,4.838
4679.506,14.686,13.421,4.62
4680.584,12.946,13.355,4.448
4681.661,12.918,13.387,4.331
4682.74,14.841,13.458,4.524
4683.818,13.486,13.484,4.683
4684.896,12.311,13.505,4.528
4685.975,13.899,13.484,4.697
4687.054,12.003,13.5,4.651
4688.134,15.113,13.433,4.123
4689.213,13.785,13.377,3.989
4690.293,11.938,13.394,4.297
4691.373,13.689,13.366,4.479
4692.454,13.74,13.422,4.564
4693.534,13.295,13.35,4.19
4694.615,14.83,13.39,3.788
4695.696,14.219,13.435,4.152
4696.778,15.41,13.311,4.538
4697.859,14.028,13.204,4.561
4698.941,12.769,13.339,4.236
4700.023,13.119,13.267,3.863
4701.106,13.568,13.235,3.682
4702.188,13.254,13.276,3.643
4703.271,13.39,13.289,3.589
4704.354,14.057,13.307,3.54
4705.437,13.774,13.294,3.819
4706.521,13.659,13.269,4.234
4707.605,13.624,13.298,4.255
4708.689,13.424,13.343,3.838
4709.773,14.464,13.356,3.985
4710.858,13.3,13.388,4.334
4711.943,14.074,13.489,4.014
4713.028,13.324,13.479,4.061
4714.113,12.855,13.448,4.213
4715.199,14.09,13.483,4.007
4716.285,13.461,13.536,4.147
4717.371,14.599,13.515,4.181
4718.457,14.059,13.544,4.045
4719.544,12.931,13.544,4.355
4720.63,13.913,13.637,4.401
4721.718,14.086,13.829,4.063
4722.805,14.065,14.053,3.855
4723.892,14.246,14.327,3.976
4724.98,13.601,14.782,4.366
4726.068,13.976,15.242,4.529
4727.157,15.639,15.535,4.062
4728.245,16.897,15.703,3.555
4729.334,18.116,15.78,3.773
4730.423,17.284,15.646,4.241
4731.513,16.835,15.3,4.221
4732.602,17.932,14.797,3.952
4733.692,16.258,14.368,4.096
4734.782,14.727,14.053,4.029
4735.872,15.932,13.775,3.942
4736.963,14.563,13.504,3.861
4738.054,12.698,13.303,4.255
4739.145,11.339,13.34,4.763
4740.236,11.407,13.266,4.551
4741.328,13.706,13.148,4.387
4742.42,13.997,13.182,4.612
4743.512,12.461,13.257,4.877
4744.604,11.704,13.229,4.902
4745.697,12.124,13.242,4.594
4746.79,11.67,13.217,4.41
4747.883,11.15,13.171,4.189
4748.976,12.004,13.203,3.823
4750.07,12.494,13.309,4.123
4751.164,13.261,13.246,4.466
4752.258,13.599,13.244,4.007
4753.352,13.595,13.166,3.926
4754.447,12.791,13.078,4.565
4755.542,11.92,13.115,4.139
4756.637,13.087,13.21,3.519
4757.732,11.383,13.208,3.669
4758.828,12.758,13.19,3.803
4759.924,12.629,13.212,3.902
4761.02,13.261,13.27,4.111
4762.116,13.529,13.341,3.979
4763.213,14.433,13.394,3.472
4764.31,14.576,13.391,3.352
4765.407,14.413,13.381,3.559
4766.504,16.449,13.347,3.649
4767.602,16.281,13.323,3.408
4768.7,15.638,13.326,3.123
4769.798,15.903,13.296,3.312
4770.897,13.85,13.218,3.818
4771.995,12.767,13.11,3.864
4773.094,14.043,13.157,3.571
4774.193,13.027,13.209,3.608
4775.293,12.549,13.115,3.702
4776.392,13.113,13.035,3.715
4777.492,14.375,13.106,3.919
4778.593,12.831,13.078,3.975
4779.693,12.426,12.973,3.809
4780.794,12.961,12.93,4.079
4781.895,14.038,12.945,4.209
4782.996,12.297,12.856,3.816
4784.097,12.478,12.78,3.624
4785.199,13.666,12.821,3.508
4786.301,10.774,12.782,3.622
4787.403,10.793,12.755,3.77
4788.506,13.04,12.819,3.559
4789.608,12.124,12.798,3.607
4790.711,12.673,12.786,3.756
4791.815,12.355,12.817,3.766
4792.918,11.5,12.799,3.918
4794.022,11.611,12.791,3.943
4795.126,12.839,12.837,3.77
4796.23,14.082,12.815,3.754
4797.334,13.546,12.722,3.908
4798.439,13.165,12.773,4.027
4799.544,12.864,12.724,4.115
4800.65,12.649,12.679,3.797
4801.755,13.756,12.727,3.556
4802.861,13.974,12.64,3.419
4803.967,13.494,12.549,3.558
4805.073,14.353,12.452,4.125
4806.18,13.178,12.382,4.067
4807.286,11.354,12.385,3.916
4808.393,12.153,12.428,3.9
4809.501,12.068,12.385,3.892
4810.608,11.924,12.248,3.831
4811.716,13.016,12.303,3.659
4812.824,13.535,12.269,3.792
4813.933,12.455,12.201,3.988
4815.041,12.014,12.211,3.8
4816.15,13.261,12.154,3.829
4817.259,12.69,12.155,4.308
4818.368,11.926,12.169,4.652
4819.478,11.624,12.132,4.476
4820.588,11.694,12.096,4.295
4821.698,11.644,12.112,4.619
4822.808,11.322,12.133,4.972
4823.919,11.738,12.113,4.71
4825.03,11.952,12.167,4.447
4826.141,12.424,12.22,4.549
4827.252,13.182,12.256,4.126
4828.364,12.981,12.245,4.159
4829.476,10.673,12.146,4.479
4830.588,13.015,12.178,4.66
4831.7,11.216,12.206,4.772
4832.813,13.739,12.186,4.428
4833.926,13.068,12.173,4.806
4835.039,14.256,12.194,4.849
4836.153,13.802,12.211,4.694
4837.266,12.721,12.273,4.696
4838.38,12.025,12.297,4.559
4839.494,13.179,12.259,4.704
4840.609,11.547,12.261,4.897
4841.724,11.716,12.304,4.658
4842.839,14.048,12.243,4.523
4843.954,12.378,12.247,4.302
4845.069,11.187,12.235,4.035
4846.185,12.099,12.239,4.297
4847.301,12.574,12.247,4.693
4848.417,11.768,12.273,4.675
4849.534,11.906,12.323,4.341
4850.651,12.497,12.151,3.969
4851.768,11.224,12.182,3.906
4852.885,11.876,12.214,4.053
4854.003,12.74,12.167,3.941
4855.12,10.058,12.147,3.817
4856.238,11.065,12.208,3.761
4857.357,10.928,12.229,3.642
4858.475,11.767,12.085,3.58
4859.594,11.629,12.156,3.48
4860.713,11.484,12.247,3.593
4861.833,11.53,12.178,4.117
4862.952,13.051,12.256,3.888
4864.072,12.358,12.303,3.625
4865.192,12.441,12.265,3.674
4866.313,12.217,12.193,3.777
4867.433,11.436,12.167,3.723
4868.554,11.693,12.174,3.462
4869.675,12.059,12.123,3.579
4870.797,10.685,12.114,3.886
4871.918,10.873,12.144,3.743
4873.04,9.899,12.232,3.362
4874.162,11.633,12.307,3.273
4875.285,11.433,12.307,3.512
4876.408,11.927,12.296,3.751
4877.531,11.989,12.385,3.814
4878.654,12.331,12.411,3.787
4879.777,11.646,12.402,4.044
4880.901,10.45,12.39,4.325
4882.025,12.307,12.364,4.195
4883.149,12.7,12.341,4.169
4884.274,11.945,12.466,4.337
4885.399,12.746,12.528,4.241
4886.524,11.03,12.463,4.06
4887.649,10.838,12.472,4.142
4888.774,12.291,12.569,4.149
4889.9,11.923,12.486,4.014
4891.026,11.63,12.518,3.995
4892.153,12.907,12.606,4.143
4893.279,12.534,12.622,4.045
4894.406,10.543,12.638,4.231
4895.533,12.438,12.714,4.328
4896.661,10.941,12.772,4.112
4897.788,12.948,12.916,4.189
4898.916,12.575,13.039,4.253
4900.044,12.931,13.09,3.992
4901.173,12.801,13.16,3.873
4902.301,12.004,13.353,4.255
4903.43,13.058,13.635,4.409
4904.559,14.389,13.805,3.852
4905.689,14.055,13.967,4.104
4906.819,14.51,14.036,4.456
4907.949,14.785,14.001,4.186
4909.079,13.395,13.872,3.833
4910.209,13.431,13.616,3.874
4911.34,13.249,13.323,4.015
4912.471,14.012,13.115,3.868
4913.602,14.245,12.965,3.655
4914.734,12.272,12.835,3.856
4915.866,12.206,12.708,4.277
4916.998,13.248,12.614,4.331
4918.13,12.937,12.647,4.16
4919.263,12.946,12.5,3.76
4920.395,13.402,12.41,3.308
4921.528,13.634,12.405,3.442
4922.662,11.983,12.426,3.612
4923.795,11.219,12.503,3.851
4924.929,11.54,12.422,3.855
4926.063,12.076,12.334,3.725
4927.198,10.384,12.395,3.77
4928.332,12.203,12.46,3.683
4929.467,15.398,12.442,3.824
4930.603,13.062,12.5,3.559
4931.738,12.642,12.521,3.334
4932.874,10.724,12.557,4.04
4934.01,11.181,12.51,3.884
4935.146,12.842,12.436,3.628
4936.282,12.51,12.417,3.827
4937.419,11.381,12.393,3.799
4938.556,11.239,12.273,3.885
4939.693,11.9,12.18,3.947
4940.831,13.117,12.132,3.612
4941.969,12.716,12.125,3.711
4943.107,12.348,12.077,4.281
4944.245,11.018,11.948,4.348
4945.384,9.832,12.118,3.948
4946.523,12.128,12.021,3.528
4947.662,11.457,11.932,3.429
4948.801,10.663,11.974,3.702
4949.941,10.707,11.976,3.95
4951.081,11.013,11.829,3.98
4952.221,11.409,11.875,4.008
4953.361,11.094,11.825,3.995
4954.502,11.865,11.761,4.001
4955.643,11.627,11.766,4.048
4956.784,11.167,11.81,3.938
4957.926,11.575,11.824,3.636
4959.067,9.682,11.851,3.684
4960.209,10.324,11.768,4.062
4961.352,11.287,11.729,4.167
4962.494,11.302,11.813,4.058
4963.637,11.981,11.829,4.043
4964.78,11.283,11.596,4.198
4965.923,11.428,11.724,4.137
4967.067,13.827,11.714,4.103
4968.211,11.351,11.658,4.34
4969.355,10.132,11.655,4.357
4970.499,10.665,11.677,4.655
4971.644,10.19,11.65,4.308
4972.789,11.672,11.485,4.897
4973.934,10.202,11.453,5.066
4975.079,11.91,11.5,4.924
4976.225,12.385,11.538,5.471
4977.371,12.565,11.542,5.65
4978.517,10.745,11.532,5.687
4979.664,12.453,11.56,5.773
4980.81,10.897,11.502,6.051
4981.957,12.489,11.474,6.384
4983.105,11.051,11.469,6.34
4984.252,11.876,11.415,6.071
4985.4,10.347,11.33,6.084
4986.548,12.275,11.28,6.447
4987.696,10.494,11.208,6.574
4988.845,9.944,11.217,6.118
4989.994,11.579,11.246,5.499
4991.143,10.403,11.234,5.167
4992.292,9.473,11.277,5.27
4993.442,9.88,11.356,5.283
4994.592,11.315,11.274,5.034
4995.742,9.616,11.332,4.822
4996.892,9.461,11.408,4.616
4998.043,12.512,11.386,4.297
4999.194,12.02,11.505,4.114
5000.345,11.011,11.526,4.283
5001.497,11.095,11.501,4.224
5002.649,10.494,11.526,4.035
5003.801,10.753,11.547,4.07
5004.953,10.218,11.542,3.857
5006.106,10.276,11.606,3.985
5007.258,11.63,11.583,4.178
5008.411,11.963,11.534,4.091
5009.565,12.459,11.6,4.172
5010.718,11.272,11.661,4.01
5011.872,10.767,11.627,3.86
5013.026,11.7,11.653,3.766
5014.181,10.699,11.753,3.581
5015.336,11.584,11.727,3.566
5016.491,11.105,11.707,3.672
5017.646,11.315,11.745,3.724
5018.801,11.291,11.759,3.779
5019.957,11.319,11.695,3.63
5021.113,11.803,11.744,3.656
5022.269,11.98,11.84,3.621
5023.426,10.736,11.869,3.427
5024.583,10.304,11.878,3.335
5025.74,10.285,11.885,3.385
5026.897,11.616,11.808,3.315
5028.055,12.124,11.825,3.451
5029.213,11.268,11.971,3.559
5030.371,11.813,12.055,3.641
5031.529,11.058,12.07,3.582
5032.688,10.515,12.112,3.646
5033.847,9.673,12.167,4.11
5035.006,10.237,12.074,3.818
5036.166,11.569,11.911,3.463
5037.325,10.664,11.82,3.354
5038.485,9.312,11.737,3.325
5039.646,11.346,11.643,3.451
5040.806,9.447,11.648,3.302
5041.967,10.037,11.481,2.959
5043.128,10.251,11.492,2.981
5044.289,9.873,11.48,3.239
5045.451,9.269,11.444,3.632
5046.613,12.5,11.478,3.822
5047.775,11.961,11.514,3.594
5048.938,12.769,11.53,3.381
5050.1,12.202,11.431,3.348
5051.263,11.252,11.445,3.215
5052.426,12.39,11.463,3.172
5053.59,11.435,11.354,3.437
5054.754,11.37,11.28,3.531
5055.918,12.538,11.252,3.494
5057.082,10.73,11.242,3.612
5058.247,10.8,11.241,3.541
5059.411,12.187,11.228,3.497
5060.577,11.618,11.22,3.596
5061.742,12.077,11.239,3.622
5062.908,10.934,11.119,3.666
5064.073,11.433,11.099,3.539
5065.24,11.256,11.126,3.474
5066.406,11.26,11.11,3.536
5067.573,9.655,11.056,3.482
5068.74,11.012,11.021,3.695
5069.907,11.746,10.932,3.957
5071.075,10.173,10.996,3.923
5072.242,11.021,11.055,3.712
5073.41,10.39,11.007,3.595
5074.579,9.799,10.933,3.579
5075.747,9.975,10.968,3.437
5076.916,10.277,11.018,3.52
5078.085,12.321,10.883,3.627
5079.255,11.213,10.849,3.451
5080.424,10.359,10.894,3.431
5081.594,10.884,10.892,3.562
5082.765,10.392,10.899,3.988
5083.935,11.391,10.818,4.535
5085.106,11.754,10.83,4.669
5086.277,12.454,10.809,4.97
5087.448,12.113,10.778,5.229
5088.62,11.85,10.792,5.033
5089.792,10.066,10.776,4.466
5090.964,10.51,10.765,4.092
5092.136,10.383,10.816,3.82
5093.309,10.474,10.787,3.806
5094.482,11.718,10.748,3.344
5095.655,12.348,10.793,3.372
5096.828,10.024,10.831,3.978
5098.002,10.743,10.879,3.768
5099.176,11.468,10.893,3.669
5100.35,10.787,10.834,3.855
5101.525,11.783,10.857,3.706
5102.7,10.133,10.941,3.632
5103.875,10.259,10.838,3.622
5105.05,9.724,10.925,3.466
5106.226,10.853,10.749,3.609
5107.402,10.076,10.716,3.515
5108.578,9.634,10.815,3.139
5109.754,11.112,10.784,3.097
5110.931,9.764,10.664,3.414
5112.108,10.66,10.724,3.491
5113.285,10.256,10.645,3.347
5114.463,10.941,10.707,3.488
5115.64,9.857,10.738,3.435
5116.818,10.304,10.608,3.426
5117.997,11.182,10.673,3.6
5119.175,11.087,10.774,3.594
5120.354,12.301,10.714,3.441
5121.533,10.103,10.748,3.321
5122.713,9.797,10.803,3.325
5123.892,10.6,10.761,3.433
5125.072,10.51,10.761,3.33
5126.253,11.915,10.702,3.306
5127.433,10.216,10.678,3.279
5128.614,10.714,10.725,3.198
5129.795,11.693,10.663,3.362
5130.976,11.044,10.507,3.298
5132.158,10.591,10.565,3.362
5133.34,10.53,10.594,3.695
5134.522,9.641,10.577,3.751
5135.704,9.98,10.639,4.017
5136.887,10.694,10.74,3.98
5138.07,11.728,10.743,3.69
5139.253,9.555,10.644,3.902
5140.437,9.69,10.703,4.087
5141.62,10.546,10.709,4.046
5142.804,10.891,10.684,4.012
5143.989,11.045,10.648,3.853
5145.173,10.31,10.644,3.7
5146.358,10.755,10.731,3.643
5147.543,10.781,10.71,3.91
5148.729,9.686,10.777,3.948
5149.914,8.546,10.804,3.958
5151.1,9.975,10.823,4.26
5152.286,11.469,10.88,4.429
5153.473,11.108,10.857,4.405
5154.66,11.216,10.812,4.442
5155.847,10.758,10.876,4.667
5157.034,11.745,10.883,4.672
5158.222,11.643,10.935,4.38
5159.41,11.009,11.101,4.123
5160.598,11.898,11.144,3.892
5161.786,11.391,11.079,3.859
5162.975,11.614,11.094,3.916
5164.164,11.1,11.082,3.709
5165.353,10.376,11.09,3.473
5166.542,10.942,11.172,3.195
5167.732,11.424,11.183,2.887
5168.922,10.742,11.065,2.898
5170.113,11.631,11.041,3.079
5171.303,12.802,11.111,3.084
5172.494,10.964,11.175,2.946
5173.685,11.491,11.174,2.879
5174.877,11.31,11.158,3.03
5176.068,10.129,11.234,3.351
5177.26,10.447,11.196,3.451
5178.453,11.43,11.274,3.261
5179.645,11.564,11.362,3.346
5180.838,11.376,11.341,3.433
5182.031,11.995,11.39,3.165
5183.224,12.009,11.384,2.859
5184.418,10.953,11.469,2.641
5185.612,9.785,11.477,2.605
5186.806,11.617,11.509,2.941
5188,11.232,11.63,3.637
5189.195,11.039,11.634,4.201
5190.39,11.623,11.62,4.121
5191.585,10.872,11.61,3.894
5192.781,11.388,11.653,3.594
5193.977,10.798,11.72,3.279
5195.173,11.126,11.765,3.284
5196.369,12.831,11.803,3.38
5197.566,13.027,11.856,3.589
5198.763,12.474,11.883,3.961
5199.96,11.505,11.968,4.391
5201.157,11.583,12.03,4.477
5202.355,12.094,11.991,4.185
5203.553,13.371,11.955,4.205
5204.752,11.923,11.993,4.296
5205.95,11.608,11.876,3.748
5207.149,10.887,11.718,3.284
5208.348,10.637,11.661,3.251
5209.547,10.908,11.691,3.389
5210.747,11.116,11.684,3.678
5211.947,11.383,11.706,3.767
5213.147,10.826,11.6,3.73
5214.348,12.106,11.559,3.729
5215.549,12.101,11.579,3.529
5216.75,10.247,11.538,3.407
5217.951,11.244,11.482,3.307
5219.153,11.365,11.623,3.433
5220.355,12.361,11.514,3.845
5221.557,10.804,11.408,3.989
5222.759,11.588,11.356,3.894
5223.962,12.073,11.322,3.931
5225.165,11.674,11.38,4.049
5226.368,10.776,11.268,4.03
5227.572,10.802,11.219,3.741
5228.776,12.222,11.226,3.182
5229.98,11.368,11.234,3.32
5231.184,11.126,11.213,3.71
5232.389,11.504,11.162,3.597
5233.594,12.385,11.127,3.695
5234.799,11.648,11.126,3.675
5236.004,10.745,11.01,3.41
5237.21,9.694,10.937,3.528
5238.416,10.053,10.968,3.962
5239.623,11.457,10.874,4.438
5240.829,10.043,10.954,4.62
5242.036,10.032,10.884,4.249
5243.243,12.184,10.837,3.663
5244.451,10.256,10.875,3.613
5245.658,10.011,10.889,3.689
5246.866,10.866,10.803,3.373
5248.075,10.391,10.752,3.286
5249.283,11.011,10.791,3.621
5250.492,10.751,10.751,3.637
5251.701,11.758,10.7,3.537
5252.91,10.408,10.738,3.489
5254.12,10.058,10.749,3.357
5255.33,10.581,10.62,3.507
5256.54,11.663,10.566,4.066
5257.751,11.36,10.515,4.611
5258.962,10.398,10.472,4.393
5260.173,10.331,10.495,3.772
5261.384,9.778,10.555,3.39
5262.596,11.823,10.535,3.21
5263.808,10.872,10.507,3.167
5265.02,9.408,10.491,3.062
5266.232,10.242,10.407,3.026
5267.445,9.413,10.331,3.11
5268.658,10.055,10.472,3.127
5269.871,10.278,10.482,3.082
5271.085,10.302,10.382,3.02
5272.299,10.692,10.385,3.09
5273.513,10.292,10.43,3.315
5274.727,9.146,10.401,3.492
5275.942,9.579,10.382,3.679
5277.157,10.262,10.415,3.876
5278.372,10.635,10.461,3.958
5279.588,11.233,10.512,3.829
5280.803,11.5,10.461,3.705
5282.019,9.889,10.356,3.641
5283.236,8.503,10.423,3.491
5284.453,9.719,10.408,3.18
5285.669,11.34,10.386,3.287
5286.887,9.981,10.44,3.591
5288.104,10.744,10.479,3.473
5289.322,11.577,10.438,3.565
5290.54,11.712,10.418,3.476
5291.758,9.852,10.418,3.5
5292.977,9.614,10.323,3.651
5294.196,10.746,10.378,3.418
5295.415,10.258,10.454,3.585
5296.634,10.406,10.38,3.487
5297.854,9.707,10.347,3.209
5299.074,11.476,10.46,3.421
5300.294,10.155,10.433,3.796
5301.515,12.039,10.463,3.919
5302.736,10.37,10.445,3.571
5303.957,9.919,10.357,3.636
5305.178,10.67,10.483,3.997
5306.4,9.03,10.367,4.001
5307.622,11.246,10.261,3.996
5308.844,9.454,10.351,3.537
5310.067,11.183,10.393,3.498
5311.29,11.124,10.27,3.895
5312.513,11.172,10.274,3.842
5313.736,9.965,10.202,4.301
5314.96,10.979,10.199,4.124
5316.184,9.661,10.164,3.904
5317.408,9.46,10.123,3.885
5318.633,9.802,10.138,3.83
5319.858,9.616,10.154,4.046
5321.083,10.275,10.142,3.795
5322.308,10.802,10.081,3.7
5323.534,10.651,10.055,3.77
5324.76,9.993,10.06,4.046
5325.986,11.339,10.057,4.062
5327.212,9.704,10.039,3.699
5328.439,10.211,9.961,3.631
5329.666,9.074,10,3.494
5330.893,9.395,10.01,3.506
5332.121,10.088,9.982,4.179
5333.349,9.842,9.977,4.046
5334.577,11.31,9.965,3.68
5335.806,11.359,9.977,3.752
5337.034,8.535,10,3.913
5338.263,10.542,9.974,4.122
5339.493,9.703,9.97,4.044
5340.722,10.505,9.994,3.712
5341.952,9.573,9.929,3.77
5343.182,9.144,9.97,3.916
5344.413,10.391,9.953,3.915
5345.644,10.823,9.936,3.95
5346.875,8.795,9.922,3.788
5348.106,9.208,9.928,3.662
5349.338,9.808,10.032,3.668
5350.569,11.409,10.05,3.927
5351.802,10.914,10.063,4.18
5353.034,11.274,10.07,4.209
5354.267,9.802,10.083,4.06
5355.5,8.915,10.106,4.074
5356.733,9.323,10.104,4.395
5357.967,9.653,10.095,4.347
5359.2,10.471,10.027,3.918
5360.435,10.878,9.984,3.635
5361.669,10.472,10.053,3.621
5362.904,9.847,10.177,3.685
5364.139,8.803,10.187,3.669
5365.374,9.903,10.208,3.529
5366.61,9.714,10.301,3.526
5367.845,9.886,10.318,3.559
5369.082,11.44,10.324,3.571
5370.318,9.928,10.362,3.696
5371.555,10.366,10.29,3.505
5372.792,9.595,10.298,3.403
5374.029,10.204,10.278,3.574
5375.266,9.822,10.32,3.807
5376.504,9.584,10.395,4.021
5377.742,9.427,10.431,3.998
5378.981,9.18,10.433,4.008
5380.22,9.978,10.377,3.899
5381.459,9.588,10.438,3.776
5382.698,10.33,10.454,3.536
5383.937,9.967,10.389,3.408
5385.177,10.946,10.342,3.711
5386.417,9.417,10.355,3.85
5387.658,9.733,10.306,3.404
5388.898,11.19,10.298,3.588
5390.139,10.317,10.332,3.808
5391.381,9.482,10.317,3.891
5392.622,10.519,10.27,3.939
5393.864,9.937,10.318,4.068
5395.106,9.418,10.247,3.741
5396.349,10.588,10.198,3.24
5397.591,10.302,10.223,3.38
5398.834,9.574,10.276,3.332
5400.078,10.807,10.288,3.424
5401.321,9.95,10.251,3.511
5402.565,9.164,10.278,3.243
5403.809,8.96,10.242,3.43
5405.054,10.069,10.23,3.493
5406.298,9.733,10.279,3.2
5407.543,11.23,10.303,3.078
5408.789,11.46,10.227,3.391
5410.034,10.114,10.253,3.546
5411.28,11.03,10.281,3.446
5412.526,10.211,10.321,3.393
5413.772,9.859,10.346,3.588
5415.019,10.778,10.304,3.976
5416.266,9.819,10.231,3.873
5417.513,10.722,10.292,3.701
5418.761,9.732,10.278,3.914
5420.009,8.812,10.252,3.773
5421.257,10.691,10.221,3.567
5422.505,10.153,10.24,3.839
5423.754,9.171,10.41,4.044
5425.003,10.568,10.393,3.868
5426.253,9.824,10.425,3.746
5427.502,10.321,10.477,3.81
5428.752,10.127,10.522,3.875
5430.002,9.99,10.565,3.715
5431.253,10.223,10.584,3.508
5432.503,10.986,10.583,3.454
5433.754,9.611,10.598,3.914
5435.006,11.201,10.656,3.883
5436.257,10.144,10.64,3.767
5437.509,9.882,10.545,3.707
5438.761,11.628,10.593,3.646
5440.014,9.712,10.699,3.996
5441.267,10.202,10.608,3.953
5442.52,11.315,10.582,3.939
5443.773,10.87,10.682,3.941
5445.027,9.591,10.776,3.789
5446.28,10.132,10.799,3.949
5447.535,10.878,10.84,3.877
5448.789,9.703,10.911,3.871
5450.044,11.336,10.892,4.025
5451.299,9.245,10.782,4.122
5452.554,10.221,10.715,4.105
5453.81,12.383,10.797,4.083
5455.066,11.6,10.803,3.949
5456.322,10.071,10.877,3.908
5457.579,10.356,10.89,3.933
5458.835,11.428,10.916,4.424
5460.092,10.418,11.01,6.94
5461.35,11.262,11.012,13.585
5462.608,11.025,11.041,19.198
5463.865,12.432,11.141,15.462
5465.124,11.067,11.128,8.508
5466.382,11.285,11.139,5.603
5467.641,10.813,11.26,4.795
5468.9,10.27,11.252,4.427
5470.16,10.745,11.273,4.427
5471.419,11.604,11.438,3.901
5472.679,11.275,11.51,3.968
5473.94,13.436,11.541,4.213
5475.2,11.168,11.665,4.009
5476.461,13.256,11.776,3.912
5477.722,13.35,11.769,3.814
5478.984,11.68,11.878,4.002
5480.245,12.954,11.917,3.919
5481.507,12.375,11.889,3.967
5482.77,11.991,11.914,4.191
5484.032,12.775,11.977,4.562
5485.295,12.625,11.99,4.54
5486.558,13.152,12.065,4.372
5487.822,11.99,12.184,4.395
5489.086,12.405,12.251,4.098
5490.35,11.656,12.261,3.902
5491.614,11.77,12.359,4.062
5492.879,11.745,12.591,4.247
5494.144,13.03,12.757,4.195
5495.409,12.506,12.816,3.99
5496.674,13.092,12.858,3.841
5497.94,13.134,12.975,4.035
5499.206,12.587,13.117,4.346
5500.473,12.402,13.094,4.437
5501.739,15.176,13.212,4.308
5503.006,13.718,13.392,4.257
5504.273,13.422,13.537,4.158
5505.541,12.656,13.648,4.107
5506.809,13.525,13.709,4.114
5508.077,13.369,13.54,3.975
5509.345,12.896,13.543,4.099
5510.614,13.297,13.437,4.41
5511.883,12.187,13.212,4.352
5513.152,12.789,13.12,3.84
5514.422,13.402,13.214,3.952
5515.692,12.127,13.114,4.474
5516.962,12.734,13.136,4.46
5518.233,13.515,13.028,4.421
5519.503,13.532,12.907,4.192
5520.774,12.646,12.943,4.623
5522.046,12.546,12.905,4.768
5523.317,10.926,12.748,4.682
5524.589,12.165,12.823,4.545
5525.862,12.344,12.859,4.467
5527.134,11.527,12.802,4.609
5528.407,11.712,12.784,4.624
5529.68,13.261,12.841,4.131
5530.953,13.914,12.966,3.805
5532.227,13.414,12.885,4.043
5533.501,13.024,12.81,4.177
5534.775,13.217,12.716,4.229
5536.05,12.411,12.605,4.433
5537.325,13.31,12.674,4.375
5538.6,14.393,12.483,4.189
5539.875,11.832,12.197,4.143
5541.151,11.823,12.033,4.332
5542.427,10.343,12.015,4.658
5543.704,11.242,11.986,4.95
5544.98,10.576,11.799,5.12
5546.257,10.482,11.711,4.926
5547.534,10.897,11.73,5.001
5548.812,11.16,11.599,4.458
